album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
"Le Baba Ka Naam Amrit Barsega, Vol. 5",7,10qxhdXhjFySdCDse9XtCM,Sode Mukhde Da,spotify:track:10qxhdXhjFySdCDse9XtCM,0.586,0.684,0.903,2.73E-05,0.369,-5.38,0.0397,100.035,0.737,1
"Le Baba Ka Naam Amrit Barsega, Vol. 5",8,5CpRLQF05atuXLLNLJV5SN,Rooth Na Jaavi Mohan Mere,spotify:track:5CpRLQF05atuXLLNLJV5SN,0.171,0.515,0.789,0.000916,0.209,-6.937,0.0442,136.054,0.675,1
"Le Baba Ka Naam Amrit Barsega, Vol. 5",9,3zhl68HnGpmI5xaUyveg3b,Tamanna Phir Machal Jaye,spotify:track:3zhl68HnGpmI5xaUyveg3b,0.721,0.563,0.66,7.95E-06,0.287,-6.746,0.0262,97.969,0.879,1
"Le Baba Ka Naam Amrit Barsega, Vol. 5",10,6CpaKq3jS4KhGeXQ5zgkMS,Jadugar Shyam Mere,spotify:track:6CpaKq3jS4KhGeXQ5zgkMS,0.524,0.541,0.874,6.12E-06,0.176,-4.953,0.0707,80.07,0.87,1
Shirdi Ke Sarkar,1,50pgfbYhZGR5zEKfSkLHpH,Sai Piya Bulaye Chalo Shirdi Chale,spotify:track:50pgfbYhZGR5zEKfSkLHpH,0.486,0.672,0.916,2.40E-06,0.206,-1.685,0.187,89.99,0.78,1
Shirdi Ke Sarkar,2,5q3voUnA4jCdx6fYrklLMb,Shirdi Ke Sarkaar,spotify:track:5q3voUnA4jCdx6fYrklLMb,0.428,0.682,0.942,2.74E-06,0.752,-2.186,0.0666,100.018,0.796,0
Shirdi Ke Sarkar,3,0QEegtRgFL6sJgViOk5jYl,Teri Panah Mein Aaya Mujhe Panah To De,spotify:track:0QEegtRgFL6sJgViOk5jYl,0.602,0.603,0.787,0,0.0937,-2.222,0.0397,100.077,0.738,1
Shirdi Ke Sarkar,4,4DldqldQL2VCClOi35VT3P,Sai - Sai Bol,spotify:track:4DldqldQL2VCClOi35VT3P,0.492,0.569,0.684,0,0.11,-3.986,0.0378,140.095,0.462,0
Shirdi Ke Sarkar,5,6mdmCuZsYdgInxf1ccagXl,Dil Se Jo Nikli Sada,spotify:track:6mdmCuZsYdgInxf1ccagXl,0.559,0.52,0.768,0,0.0737,-3.833,0.0646,79.459,0.743,0
Shiv Ki Nagariya Shiv Ke Dhaam,1,6YKfYETDmW8WZZLJ8KEFgZ,Shiv Ki Nagariya Shiv Ke Dhaam,spotify:track:6YKfYETDmW8WZZLJ8KEFgZ,0.203,0.596,0.943,0,0.11,-4.098,0.0686,135.035,0.817,0
Shiv Ki Nagariya Shiv Ke Dhaam,2,33NPNzoHysRIwS5JBNCZhs,Jai Ho Shiv Bhola Bhandhari,spotify:track:33NPNzoHysRIwS5JBNCZhs,0.536,0.477,0.876,0,0.336,-4.151,0.245,181.976,0.785,0
Shiv Ki Nagariya Shiv Ke Dhaam,3,5rwvPWlFeYEJZ5oM6tAvyG,Ghat Ghat Ke Vasi Hain,spotify:track:5rwvPWlFeYEJZ5oM6tAvyG,0.513,0.571,0.798,0,0.0532,-4.256,0.0696,183.999,0.923,0
Shiv Ki Nagariya Shiv Ke Dhaam,4,1PxgOFUUmsbb3kwmK8aD3f,Hey Bholenath Hey Deenanaath,spotify:track:1PxgOFUUmsbb3kwmK8aD3f,0.603,0.448,0.763,0,0.307,-5.14,0.0476,73.178,0.793,0
Shiv Ki Nagariya Shiv Ke Dhaam,5,4AkIBXSr9i4i8nhAmRHNzj,Bhesh Anokha Shiv Bhole Ka,spotify:track:4AkIBXSr9i4i8nhAmRHNzj,0.489,0.578,0.972,0,0.448,-4.263,0.16,139.937,0.494,0
Shiv Ki Nagariya Shiv Ke Dhaam,6,7EpXGzHI9gFzrLB7pzdo9A,Jai Ho Baba Amarnath,spotify:track:7EpXGzHI9gFzrLB7pzdo9A,0.548,0.652,0.924,1.88E-06,0.052,-4.282,0.087,113.014,0.826,0
Shiv Ki Nagariya Shiv Ke Dhaam,7,50qaPwoYORudwhki4z97kh,Dulha Dulha Sunte Rahle,spotify:track:50qaPwoYORudwhki4z97kh,0.306,0.618,0.981,0,0.0911,-3.687,0.219,155.014,0.866,0
Shiv Ki Nagariya Shiv Ke Dhaam,8,6R2evotcJ4roLg7R7auww9,Khola Kewadiya Hey Bhola,spotify:track:6R2evotcJ4roLg7R7auww9,0.507,0.561,0.976,0,0.625,-4.177,0.234,82.885,0.603,0
Shiv Ki Nagariya Shiv Ke Dhaam,9,2evlyaq2Ah5VhB9LOjABGS,Ghat Ghat Ke Vasi Hain Remix,spotify:track:2evlyaq2Ah5VhB9LOjABGS,0.0382,0.673,0.936,5.48E-06,0.127,-3.88,0.0702,155.002,0.695,0
Shiv Ki Nagariya Shiv Ke Dhaam,10,6CwiQAWPaukQhemZrqcHoB,Mela Laga Hai Ambe Ki Duariya,spotify:track:6CwiQAWPaukQhemZrqcHoB,0.61,0.526,0.915,0,0.294,-3.192,0.113,77.792,0.753,0
Shiv Ki Nagariya Shiv Ke Dhaam,11,0uPKdEdnosRi4DgozagcxU,Bhwnawali Ma Ka Bhawan Nirala,spotify:track:0uPKdEdnosRi4DgozagcxU,0.406,0.704,0.964,0,0.563,-3.979,0.0937,139.978,0.665,0
Bhagat Dar Chale Chale,1,6OGbmsTofDiUPvYtxT4ujP,Aaye Ji Aaye Navrate,spotify:track:6OGbmsTofDiUPvYtxT4ujP,0.729,0.739,0.918,0,0.266,-4.318,0.0561,109.929,0.939,1
Bhagat Dar Chale Chale,2,2KaCQ9wZtMaCOxqiVyjbxi,Oonche Se Ooncha,spotify:track:2KaCQ9wZtMaCOxqiVyjbxi,0.624,0.531,0.937,2.80E-05,0.362,-5.021,0.0914,194.855,0.799,1
Bhagat Dar Chale Chale,3,0KWNQNyZNVELTtpYtkWRqn,Mela Mela,spotify:track:0KWNQNyZNVELTtpYtkWRqn,0.626,0.775,0.917,1.42E-06,0.691,-3.699,0.0502,113.986,0.949,1
Bhagat Dar Chale Chale,4,4fC0yP5bs1mBYRVIomMZXh,Punya Sadiyo,spotify:track:4fC0yP5bs1mBYRVIomMZXh,0.773,0.653,0.641,0.000236,0.285,-6.917,0.0271,95.017,0.712,0
Bhagat Dar Chale Chale,5,1O021PMBWhOdjmNWIQMhJg,Baithi Maa Baithi,spotify:track:1O021PMBWhOdjmNWIQMhJg,0.665,0.68,0.88,0,0.138,-5.368,0.049,149.977,0.938,0
Bhagat Dar Chale Chale,6,7CHSPKJMV7nkDEsUYmGSgB,Bhagat Dar Chale Chale,spotify:track:7CHSPKJMV7nkDEsUYmGSgB,0.754,0.761,0.932,0,0.519,-3.642,0.0849,106.02,0.851,1
Bhagat Dar Chale Chale,8,5BmkK2b6ks6DfpBzJrIuaF,Kaali Mahakaali,spotify:track:5BmkK2b6ks6DfpBzJrIuaF,0.624,0.787,0.952,0.000147,0.134,-3.676,0.0656,109.995,0.825,1
Maa Tujhko Naman,1,0Q7QfjwtRoxOJO9rFklIOV,Aaj Tera Jagrata Mata,spotify:track:0Q7QfjwtRoxOJO9rFklIOV,0.47,0.713,0.891,0,0.195,-3.032,0.0641,109.971,0.803,5
Maa Tujhko Naman,2,0jj0vtxkXdVt5bHUkIdqHj,O Maiyya Baithi Hai Bhandare,spotify:track:0jj0vtxkXdVt5bHUkIdqHj,0.604,0.706,0.974,0,0.077,-1.588,0.112,124.966,0.699,1
Maa Tujhko Naman,3,7J0Rqb2pEVblB1IfLZXykm,Saari Duiya Kare,spotify:track:7J0Rqb2pEVblB1IfLZXykm,0.572,0.386,0.87,0,0.403,-3.118,0.0797,164.631,0.913,3
Maa Tujhko Naman,4,47MU5BLYDFv9j8dUBZBbDG,Main Jaungi Karoli,spotify:track:47MU5BLYDFv9j8dUBZBbDG,0.453,0.678,0.914,0,0.236,-2.019,0.0548,117.915,0.851,0
Maa Tujhko Naman,5,5UnOQXkWkjThx6QxgXODbH,Nav Durge Teri Aarti - Aarti,spotify:track:5UnOQXkWkjThx6QxgXODbH,0.333,0.694,0.952,0,0.145,-2.783,0.0656,98.016,0.463,1
Chunadi,1,7ttocumi5sAhT0qQ0vdkED,Languriya,spotify:track:7ttocumi5sAhT0qQ0vdkED,0.599,0.777,0.884,0,0.211,-2.24,0.186,116.003,0.928,3
Chunadi,2,1LR0T6NfXyeIz6S4XyWeqs,Tharo Ke Vichar Hai,spotify:track:1LR0T6NfXyeIz6S4XyWeqs,0.647,0.795,0.839,0,0.409,-4.834,0.0636,116.018,0.96,1
Chunadi,3,5jds5B7eFP0ZdpM3aiSWrs,Ye Mata Chintapurni Hai,spotify:track:5jds5B7eFP0ZdpM3aiSWrs,0.528,0.785,0.812,0,0.0725,-4.224,0.0406,109.923,0.962,1
Chunadi,4,1bVM8icLBHQqVCrzxsEEIf,Dekhne Tere Dar Ka Kamaal Aaye Hain,spotify:track:1bVM8icLBHQqVCrzxsEEIf,0.648,0.573,0.859,0,0.409,-2.566,0.101,156.002,0.819,2
Chunadi,5,0pr3O2yViNapovO8b10QKe,Aaja Aaja Maa,spotify:track:0pr3O2yViNapovO8b10QKe,0.66,0.72,0.825,0,0.0571,-4.425,0.152,112.043,0.922,1
Chunadi,6,0hYNUy2hkAUCEleOWlXlYw,Aa Meri Maa,spotify:track:0hYNUy2hkAUCEleOWlXlYw,0.693,0.582,0.858,0.000129,0.178,-3.609,0.108,182.821,0.956,1
Chaliye Shyam Ke Dware,1,4FstGEGkj7i2llshPCFDeP,Mhane Shyam Dhani,spotify:track:4FstGEGkj7i2llshPCFDeP,0.394,0.818,0.78,0,0.0531,-4.936,0.0621,97.022,0.952,2
Chaliye Shyam Ke Dware,2,1g20DZRN5l1nPvSqBKpx8Q,Intzaam Kar Diya,spotify:track:1g20DZRN5l1nPvSqBKpx8Q,0.575,0.781,0.669,0,0.137,-6.04,0.0783,90.026,0.912,2
Chaliye Shyam Ke Dware,3,4xuClhzgD3zk4JVrWMBXqA,Hatt Pachhe Ne,spotify:track:4xuClhzgD3zk4JVrWMBXqA,0.585,0.836,0.803,0,0.189,-5.183,0.0757,129.918,0.96,1
Chaliye Shyam Ke Dware,4,53W6o5QpxGPUtIfUzq9nbO,Haryane Ka Jatt,spotify:track:53W6o5QpxGPUtIfUzq9nbO,0.579,0.655,0.908,0,0.333,-4.801,0.183,161.966,0.941,1
Chaliye Shyam Ke Dware,5,2PB9Sln804sOYhbak2A5Ze,Haath Pakad Liyo,spotify:track:2PB9Sln804sOYhbak2A5Ze,0.72,0.761,0.779,0,0.0832,-6.272,0.0662,115.872,0.905,2
Meri Maa Ne Mujhko Bulaya,1,4c0QwmUUwsT7WEQEAgB77m,Meri Maa Ne Mujhko Bulaya,spotify:track:4c0QwmUUwsT7WEQEAgB77m,0.553,0.576,0.842,0,0.34,-5.761,0.22,174.043,0.847,3
Meri Maa Ne Mujhko Bulaya,2,7AmhjbP8snpq1aFGd0yBur,Mor Bole Tota Bole,spotify:track:7AmhjbP8snpq1aFGd0yBur,0.569,0.781,0.98,0.000183,0.205,-6.246,0.198,145.027,0.717,3
Meri Maa Ne Mujhko Bulaya,3,5dMF0Tff3vfMVsmVMddALC,Itni Khushiyaan Maa Ne Di,spotify:track:5dMF0Tff3vfMVsmVMddALC,0.714,0.722,0.682,0.00052,0.167,-9.387,0.0406,159.001,0.91,1
Meri Maa Ne Mujhko Bulaya,4,39Pe33sJ6xxs2tBFy9QTU9,Shaam Savere Maiya Teri,spotify:track:39Pe33sJ6xxs2tBFy9QTU9,0.447,0.808,0.903,3.14E-05,0.408,-5.416,0.0866,108.016,0.954,9
Meri Maa Ne Mujhko Bulaya,5,2mgsko0AVaQ4hfACPZtw8v,Aaunga Maa,spotify:track:2mgsko0AVaQ4hfACPZtw8v,0.687,0.712,0.746,0.000124,0.14,-6.776,0.0508,77.05,0.828,1
Meri Maa Ne Mujhko Bulaya,6,65pDQwkIwvMA3AD5BuVSiU,Tujhpe Maiya Main Vaari Vaari Jaun,spotify:track:65pDQwkIwvMA3AD5BuVSiU,0.752,0.613,0.751,0.004,0.183,-7.2,0.0987,109.895,0.942,1
Meri Maa Ne Mujhko Bulaya,7,0weuDO8fP2hvjD4Ppl2CTi,Jungle Ke Raja,spotify:track:0weuDO8fP2hvjD4Ppl2CTi,0.633,0.756,0.84,1.30E-05,0.16,-7.687,0.168,136.006,0.791,3
Meri Maa Ne Mujhko Bulaya,8,0Q2tOCSMLOKRtr7W4CMkY2,Naachun Chhama Chham,spotify:track:0Q2tOCSMLOKRtr7W4CMkY2,0.264,0.819,0.875,3.61E-06,0.105,-6.72,0.144,119.958,0.874,3
Veeron Mein Veer Bajrangbali,1,4Vk88IeCUzkUPFzXMICDqd,Veeron Mein Veer,spotify:track:4Vk88IeCUzkUPFzXMICDqd,0.667,0.763,0.727,0,0.0831,-6.59,0.0403,102.031,0.831,4
Veeron Mein Veer Bajrangbali,2,5XMBK2PZIxAVvaxxhRnOkm,Koi Karo Tarkeeb,spotify:track:5XMBK2PZIxAVvaxxhRnOkm,0.487,0.739,0.723,0,0.13,-6.59,0.0335,105.978,0.874,2
Veeron Mein Veer Bajrangbali,3,30OoEOuKANFg65TcRLCDF6,Nagada Bajaa,spotify:track:30OoEOuKANFg65TcRLCDF6,0.616,0.704,0.805,9.33E-05,0.0861,-6.702,0.135,135.738,0.724,2
Veeron Mein Veer Bajrangbali,4,4vBkP3sBCilLukkwkcqQ8l,Bajrang Bala Salasar Wala,spotify:track:4vBkP3sBCilLukkwkcqQ8l,0.74,0.707,0.582,0,0.143,-8.606,0.0316,96.008,0.753,1
Veeron Mein Veer Bajrangbali,5,4Ad1Jwk9mX8rrjdJGJ4lJv,Chaalo Salasar,spotify:track:4Ad1Jwk9mX8rrjdJGJ4lJv,0.467,0.733,0.673,0,0.331,-7.254,0.0319,102.022,0.921,1
Veeron Mein Veer Bajrangbali,6,59JKVuoDO915aUSAYA9jG3,Jeemo Jeemo Salasar Hanuman,spotify:track:59JKVuoDO915aUSAYA9jG3,0.626,0.726,0.685,1.63E-06,0.309,-6.676,0.034,99.986,0.892,2
Veeron Mein Veer Bajrangbali,7,2bJ5nYhSPolZXop3AjTAK2,Udd Udd Chale,spotify:track:2bJ5nYhSPolZXop3AjTAK2,0.722,0.503,0.703,0,0.125,-6.44,0.073,129.964,0.808,3
Jai Maa Jai Maa Kahiye,1,2M3oI257idc162HR7vXAlE,Jai Maa Jai Maa Kahiye,spotify:track:2M3oI257idc162HR7vXAlE,0.536,0.594,0.732,0,0.324,-6.726,0.0556,173.925,0.926,2
Jai Maa Jai Maa Kahiye,2,4qQuybvqLDUthtoUVQDDQB,Changa Lagda Maai Ka Chola,spotify:track:4qQuybvqLDUthtoUVQDDQB,0.637,0.592,0.778,0,0.356,-6.344,0.0739,171.117,0.963,1
Jai Maa Jai Maa Kahiye,3,01vk8A1q8BB3JJhNmZ2qSR,Haath Jorh Ke Sangta Ne Khadiyan,spotify:track:01vk8A1q8BB3JJhNmZ2qSR,0.58,0.651,0.747,0,0.0561,-6.356,0.0863,150.915,0.908,1
Jai Maa Jai Maa Kahiye,4,46Cpa8kRLL9uDHHaX3DVgF,Aas Bachcheyan Di Poori Kar,spotify:track:46Cpa8kRLL9uDHHaX3DVgF,0.443,0.62,0.789,0,0.0765,-5.762,0.0554,165.841,0.934,0
Jai Maa Jai Maa Kahiye,5,36i4BJOIfVICBP7aPKbX4W,Chal Bhagtan Chal Bhagtan Chaliye,spotify:track:36i4BJOIfVICBP7aPKbX4W,0.381,0.719,0.866,0,0.0521,-6.03,0.0506,129.955,0.904,0
Jai Maa Jai Maa Kahiye,6,7kVoD3NpB53UGIpEMJ7ddP,Aaja Ni Maaye Phera Pa Ja,spotify:track:7kVoD3NpB53UGIpEMJ7ddP,0.479,0.623,0.788,0,0.173,-6.301,0.0705,169.935,0.812,2
Jai Maa Jai Maa Kahiye,7,2bFik6MXcbgQXW6TYBc0Wc,Navin Gaddi Chali,spotify:track:2bFik6MXcbgQXW6TYBc0Wc,0.447,0.685,0.803,0,0.111,-6.741,0.0935,124.952,0.929,1
Jai Maa Jai Maa Kahiye,8,0NLBUcNMw7NwhgMfgar9KH,Charh Ja Charhaeeyan,spotify:track:0NLBUcNMw7NwhgMfgar9KH,0.487,0.736,0.921,0,0.2,-6.981,0.0615,129.937,0.772,2
Parvat Pe Ik Gufa Suhani,1,7JXRAs0hmfVopoxtjTf8Pa,Parvat Pe Ik Gufa Suhani,spotify:track:7JXRAs0hmfVopoxtjTf8Pa,0.626,0.586,0.709,0,0.153,-5.586,0.0368,78.989,0.653,3
Parvat Pe Ik Gufa Suhani,2,05t8j1XhpnW3WDiSBOsl4P,Maa Jaisa Koi Nahin,spotify:track:05t8j1XhpnW3WDiSBOsl4P,0.7,0.631,0.787,0,0.0727,-5.443,0.1,165.016,0.936,6
Parvat Pe Ik Gufa Suhani,3,1jJRtZdwRvJh9y1DnWKWCp,Maiya Rani Ke Darbar Mein,spotify:track:1jJRtZdwRvJh9y1DnWKWCp,0.659,0.699,0.736,0,0.062,-4.61,0.0439,107.945,0.737,5
Parvat Pe Ik Gufa Suhani,4,4iADO4RmSM6fSu9y3AoUSC,Hey Maa Jagdambey Thari Chunri Re,spotify:track:4iADO4RmSM6fSu9y3AoUSC,0.635,0.632,0.682,0,0.225,-5.679,0.0795,172.521,0.797,1
Parvat Pe Ik Gufa Suhani,5,41Oq2CxAVYZY8SIANxzqOn,Nirdai Sansaar Kuchh Soch Kuchh Vichaar,spotify:track:41Oq2CxAVYZY8SIANxzqOn,0.625,0.624,0.6,8.62E-06,0.112,-6.672,0.036,87.002,0.758,1
Parvat Pe Ik Gufa Suhani,6,7auaP9QMB59tMkdLMfg86K,Maiyaji Tab Tum Aa Jana,spotify:track:7auaP9QMB59tMkdLMfg86K,0.653,0.723,0.705,0,0.0714,-5.782,0.045,112.991,0.815,2
Parvat Pe Ik Gufa Suhani,7,5WMaRjLSjDUznM6Ni4rFR1,Maiya Ka Deedaar Karke,spotify:track:5WMaRjLSjDUznM6Ni4rFR1,0.707,0.617,0.572,0,0.132,-7.598,0.038,172.44,0.711,0
Parvat Pe Ik Gufa Suhani,8,13H4RaS5fXonQ1xwBMMSIe,Maiya Ka Dwar Mil Gaya,spotify:track:13H4RaS5fXonQ1xwBMMSIe,0.572,0.538,0.732,0,0.422,-5.511,0.0464,89.829,0.788,0
Sundar Saja Hai Dwara,1,4cVeTmUlrDwGvhjP7NmUa1,Sundar Saja Hai Dwara,spotify:track:4cVeTmUlrDwGvhjP7NmUa1,0.53,0.708,0.946,1.54E-05,0.153,-3.675,0.0918,104.022,0.946,3
Sundar Saja Hai Dwara,2,2PBZ2eyYhPmsBfj7YBFEiE,Jai Ho Teri Mahamaai,spotify:track:2PBZ2eyYhPmsBfj7YBFEiE,0.602,0.758,0.893,0,0.0733,-3.6,0.097,107.991,0.934,2
Sundar Saja Hai Dwara,3,1AgXf4iP6royFfo09qjmlU,Maa Ki Chunari Lal Lal,spotify:track:1AgXf4iP6royFfo09qjmlU,0.5,0.746,0.9,0,0.213,-3.359,0.0529,116.005,0.964,4
Sundar Saja Hai Dwara,4,5CdQDASuWOFTleUrmAHLSC,Chunariya Chunariya,spotify:track:5CdQDASuWOFTleUrmAHLSC,0.609,0.626,0.871,0,0.117,-4.938,0.0481,93.74,0.963,0
Sundar Saja Hai Dwara,5,3H3p1k4P9T9g59PUZfP8Dw,Jaane Wale,spotify:track:3H3p1k4P9T9g59PUZfP8Dw,0.506,0.718,0.783,5.79E-05,0.154,-5.576,0.0408,102.989,0.801,1
Sundar Saja Hai Dwara,6,3S8sWK6y9xRz604BHbvRU3,Dooja Koi Dwar Na Dikhe,spotify:track:3S8sWK6y9xRz604BHbvRU3,0.68,0.599,0.887,4.27E-06,0.482,-3.245,0.053,94.981,0.863,19
Sundar Saja Hai Dwara,7,621DIIzoSFX3Sv5hj0vWRN,Raksha Karo,spotify:track:621DIIzoSFX3Sv5hj0vWRN,0.51,0.673,0.838,0,0.178,-4.503,0.0603,103.895,0.689,3
Sundar Saja Hai Dwara,8,43KEtijbLNUoeyPMWFVVgV,Jaagran Ki Raat,spotify:track:43KEtijbLNUoeyPMWFVVgV,0.568,0.613,0.912,0,0.0632,-3.673,0.0698,109.769,0.934,2
Bholenath Dear,1,7iLAiYD7uw1Q8sFQMat2uw,Aayi Shivratri,spotify:track:7iLAiYD7uw1Q8sFQMat2uw,0.581,0.73,0.731,0,0.404,-7.432,0.103,110.006,0.893,1
Bholenath Dear,2,43ZkFtR3TzCKv92PYzx9dc,Tumhara Kya Kehna,spotify:track:43ZkFtR3TzCKv92PYzx9dc,0.582,0.738,0.798,0,0.128,-6.717,0.0867,102.978,0.847,16
Bholenath Dear,3,1XVo3UYmz8yIBUqTKuIEKQ,Khush Honge Bhoot Nath,spotify:track:1XVo3UYmz8yIBUqTKuIEKQ,0.352,0.749,0.821,0,0.14,-7.945,0.197,140.032,0.814,5
Bholenath Dear,4,6UUlesrbXHpGbVFTi9eENg,Bhole Baba Hamare Milenge,spotify:track:6UUlesrbXHpGbVFTi9eENg,0.427,0.587,0.678,0,0.168,-7.075,0.0541,98.13,0.772,6
Bholenath Dear,5,3WWE7hkJG55t6eRZ4pLhuJ,Seekho Seekh Sikhata,spotify:track:3WWE7hkJG55t6eRZ4pLhuJ,0.555,0.737,0.793,0,0.275,-7.316,0.0584,102.054,0.868,2
Bholenath Dear,6,1k3c8ekEqZYXyBXGfZlAzW,Bholenath Dear,spotify:track:1k3c8ekEqZYXyBXGfZlAzW,0.578,0.735,0.724,0,0.347,-7.039,0.0416,125.957,0.938,3
Aaja Mor Utte Charhke,1,1ygbwGyG7a3RQMndAciQAy,Aaja Mor Utte Chadke,spotify:track:1ygbwGyG7a3RQMndAciQAy,0.526,0.823,0.718,0,0.0811,-7.329,0.0381,103.999,0.953,1
Aaja Mor Utte Charhke,2,5QGa6vMACjKNv1gHj3wIxr,Jai Hovai Jai Hovai,spotify:track:5QGa6vMACjKNv1gHj3wIxr,0.603,0.709,0.683,0,0.0624,-8.121,0.104,103.055,0.84,1
Aaja Mor Utte Charhke,3,4ZQ6juRJiU87j3rk04frR3,Dhann Dhann Dharti Shahatlaai,spotify:track:4ZQ6juRJiU87j3rk04frR3,0.298,0.831,0.648,0,0.32,-6.563,0.0628,118.062,0.964,0
Aaja Mor Utte Charhke,4,7u5juwtyxQcvLACHtHsdk1,Sun Baba Dhune Waale,spotify:track:7u5juwtyxQcvLACHtHsdk1,0.594,0.718,0.759,0,0.115,-6.192,0.186,146.934,0.945,0
Aaja Mor Utte Charhke,5,6He4vn6Gt6ISOwQg1I2INW,Teriyan Dhumma Baba,spotify:track:6He4vn6Gt6ISOwQg1I2INW,0.252,0.758,0.713,0,0.141,-7.547,0.107,143.978,0.95,1
Aaja Mor Utte Charhke,6,5esBfsAkWvjHJfXI9wQZhv,Aaya Ji Aaya,spotify:track:5esBfsAkWvjHJfXI9wQZhv,0.521,0.827,0.725,0,0.101,-8.018,0.0411,99.999,0.961,1
Aaja Mor Utte Charhke,7,1Dej8rThe7hS11hH3V9bDo,Phera Bachcheyan Garib Wal Paa,spotify:track:1Dej8rThe7hS11hH3V9bDo,0.706,0.76,0.471,0,0.0983,-8.317,0.0514,147.99,0.813,1
Aaja Mor Utte Charhke,8,4NJaH3CCjRc7XdxUOVCbN4,Baba Balaknath Hum Hain Tere Pujari,spotify:track:4NJaH3CCjRc7XdxUOVCbN4,0.723,0.689,0.822,0,0.258,-6.522,0.154,186.048,0.971,2
MORNING BLISS,1,7fyF5WX3L5YbT1fQse8iW6,GUJARI TODI VILAMBIT,spotify:track:7fyF5WX3L5YbT1fQse8iW6,0.978,0.282,0.0855,0.86,0.132,-28.078,0.0375,124.094,0.16,0
MORNING BLISS,2,6kJrlLcl7wSvQtrys96ZF3,GUJARI TODI DRUT,spotify:track:6kJrlLcl7wSvQtrys96ZF3,0.951,0.342,0.328,0.924,0.111,-28.717,0.0377,131.782,0.794,0
MORNING BLISS,3,2JrROL3PxHrPFPEPvLF1aL,AHIR BHAIRAV DRUT,spotify:track:2JrROL3PxHrPFPEPvLF1aL,0.865,0.509,0.731,0.802,0.131,-9.542,0.0722,119.569,0.802,0
MORNING BLISS,4,41Ca1qF5BnOvXZZKvJoFMc,BILASKHANI TODI DRUT,spotify:track:41Ca1qF5BnOvXZZKvJoFMc,0.582,0.402,0.585,0.0608,0.365,-17.832,0.0452,109.535,0.817,0
MORNING BLISS,5,4puhoZAnL3RAT3Hto9Mc2E,HINDOL VILAMBIT,spotify:track:4puhoZAnL3RAT3Hto9Mc2E,0.923,0.345,0.528,0.896,0.12,-12.891,0.0557,84.94,0.393,0
MORNING BLISS,6,7i1bM3QReBETsK9lHiKqKK,HINDOL DRUT,spotify:track:7i1bM3QReBETsK9lHiKqKK,0.951,0.573,0.751,0.884,0.113,-11.414,0.0652,129.154,0.865,0
MORNING BLISS,7,4ZlyPdAxpEUOhuqkofWD56,JOGIA BHAJAN: HARIKA BHEDAN PAYO,spotify:track:4ZlyPdAxpEUOhuqkofWD56,0.944,0.331,0.197,0.913,0.115,-18.955,0.0319,106.798,0.26,0
MORNING BLISS,8,6f2W0weeFMhjJnbH4te7yd,JOGIYA THUMRI: PIYA KE MILAN KI AAS,spotify:track:6f2W0weeFMhjJnbH4te7yd,0.685,0.354,0.482,4.90E-05,0.309,-8.167,0.0294,121.905,0.205,0
MORNING BLISS,9,0i6YHmFNApk3A1luWkyzUX,BHAIRAVI THUMRI: BAJU BANDE KHUL KHUL JA,spotify:track:0i6YHmFNApk3A1luWkyzUX,0.661,0.389,0.571,0.00217,0.234,-8.757,0.036,125.974,0.414,0
MORNING BLISS,10,0QypkpYexdlvZYXJmzC39N,JAUNPURI VILAMBIT,spotify:track:0QypkpYexdlvZYXJmzC39N,0.92,0.265,0.453,0.567,0.153,-11.702,0.0369,125.609,0.387,0
MORNING BLISS,11,0kxtakVTR974FCT4JmRAqJ,JAUNPURI DRUT,spotify:track:0kxtakVTR974FCT4JmRAqJ,0.925,0.382,0.62,0.137,0.269,-11.488,0.0461,129.844,0.808,0
MORNING BLISS,12,73sxTMKEOTNjAt0I7R6yRb,BILASKHANI TODI VILAMBIT,spotify:track:73sxTMKEOTNjAt0I7R6yRb,0.621,0.399,0.468,0.48,0.524,-18.833,0.0587,116.882,0.191,0
MORNING BLISS,13,3dHV0uGP30W7MYGiYYtaiy,AHIR BHAIRAV VILAMBIT,spotify:track:3dHV0uGP30W7MYGiYYtaiy,0.835,0.361,0.481,0.078,0.128,-11.362,0.0432,123.378,0.171,0
RAAG RANG,1,3X08YVZ98gwGV0wEelEY9V,AAJ MANGAL GAVO SAKHI,spotify:track:3X08YVZ98gwGV0wEelEY9V,0.8,0.425,0.405,0.932,0.114,-20.619,0.0463,123.356,0.846,0
RAAG RANG,2,6QdNNZV3jqDSqyqXMcrO59,LAAJ RAKHO RI MORI,spotify:track:6QdNNZV3jqDSqyqXMcrO59,0.685,0.32,0.499,0.846,0.201,-16.151,0.0689,93.264,0.344,0
RAAG RANG,3,0Z3kdCktD5KxfHwrS5wAk1,BAGESHREE,spotify:track:0Z3kdCktD5KxfHwrS5wAk1,0.978,0.498,0.386,0.952,0.134,-20.203,0.0504,119.016,0.843,0
RAAG RANG,4,7IVRX8Lk3TBEk2gAu70ZnE,KALAVATI,spotify:track:7IVRX8Lk3TBEk2gAu70ZnE,0.914,0.418,0.53,0.962,0.13,-16.515,0.0356,129.032,0.812,0
